"Step","Group: Exp4c v2 - train_loss","Group: Exp4c v2 - train_loss__MIN","Group: Exp4c v2 - train_loss__MAX"
"105","0.44225193560123444","0.4375631511211395","0.44694072008132935"
"106","0.4408813863992691","0.4365760385990143","0.4451867341995239"
"107","0.4397212862968445","0.43518054485321045","0.4442620277404785"
"108","0.43900151550769806","0.4345375895500183","0.4434654414653778"
"109","0.43781618773937225","0.433242529630661","0.4423898458480835"
"110","0.43705062568187714","0.43232184648513794","0.44177940487861633"
"111","0.43550431728363037","0.4307975471019745","0.44021108746528625"
"112","0.43517544865608215","0.431005597114563","0.4393453001976013"
"113","0.433732807636261","0.4294678866863251","0.4379977285861969"
"114","0.43373773992061615","0.4293668866157532","0.4381085932254791"
"115","0.432621106505394","0.4285648763179779","0.43667733669281006"
"116","0.4314207285642624","0.4275411367416382","0.4353003203868866"
"117","0.4302227199077606","0.4258718490600586","0.43457359075546265"
"118","0.42861273884773254","0.424265056848526","0.4329604208469391"
"119","0.4275568425655365","0.42333078384399414","0.43178290128707886"
"120","0.4268300235271454","0.4228256940841675","0.4308343529701233"
"121","0.4258776754140854","0.4220556318759918","0.42969971895217896"
"122","0.4247943311929703","0.420822411775589","0.42876625061035156"
"123","0.42350396513938904","0.42016565799713135","0.42684227228164673"
"124","0.42232152819633484","0.4185885488986969","0.4260545074939728"
"125","0.4212508201599121","0.4177192151546478","0.4247824251651764"
"126","0.4206407070159912","0.41692328453063965","0.4243581295013428"
"127","0.4194699823856354","0.41585803031921387","0.4230819344520569"
"128","0.41839104890823364","0.4145202338695526","0.4222618639469147"
"129","0.41757962107658386","0.41411176323890686","0.42104747891426086"
"130","0.41703784465789795","0.41299811005592346","0.42107757925987244"
"131","0.41597405076026917","0.4120207130908966","0.4199273884296417"
"132","0.4152491092681885","0.41076424717903137","0.4197339713573456"
"133","0.4141838550567627","0.4092588722705841","0.4191088378429413"
"134","0.4134552627801895","0.4084247052669525","0.4184858202934265"
"135","0.4125295728445053","0.40775904059410095","0.41730010509490967"
"136","0.41179074347019196","0.4072919487953186","0.4162895381450653"
"137","0.4109819382429123","0.40632131695747375","0.41564255952835083"
"138","0.4100540578365326","0.40474626421928406","0.41536185145378113"
"139","0.40952828526496887","0.4041289985179901","0.41492757201194763"
"140","0.40890492498874664","0.40375760197639465","0.41405224800109863"
"141","0.4083634912967682","0.40304088592529297","0.4136860966682434"
"142","0.407061442732811","0.401729017496109","0.41239386796951294"
"143","0.4064062833786011","0.4010034203529358","0.41180914640426636"
"144","0.40577803552150726","0.4001906216144562","0.41136544942855835"
"145","0.4052281975746155","0.3998682498931885","0.4105881452560425"
"146","0.40424293279647827","0.3988999128341675","0.40958595275878906"
"147","0.4037136286497116","0.3982306718826294","0.4091965854167938"
"148","0.4032057225704193","0.3977467119693756","0.408664733171463"
"149","0.40253862738609314","0.39702168107032776","0.4080555737018585"
"150","0.401912584900856","0.39670002460479736","0.4071251451969147"
"151","0.4007776826620102","0.39549383521080017","0.4060615301132202"
"152","0.39441272616386414","0.39441272616386414","0.39441272616386414"
